cardholder_id,month,mcc_category,spend_amount
1118,2024-01-01,Dining & restaurants,260.81
1119,2024-01-01,Dining & restaurants,101.74
1120,2024-01-01,Dining & restaurants,1182.24
1121,2024-01-01,Dining & restaurants,370.21
1122,2024-01-01,Dining & restaurants,49.29
1123,2024-01-01,Dining & restaurants,181.74
1124,2024-01-01,Dining & restaurants,348.78
1125,2024-01-01,Dining & restaurants,133.13
1126,2024-01-01,Dining & restaurants,118.4
1127,2024-01-01,Dining & restaurants,450.88
1128,2024-01-01,Dining & restaurants,120.48
1129,2024-01-01,Dining & restaurants,545.36
1130,2024-01-01,Dining & restaurants,161.15
1131,2024-01-01,Dining & restaurants,170.32
1132,2024-01-01,Dining & restaurants,65.18
1133,2024-01-01,Dining & restaurants,196.79
1134,2024-01-01,Dining & restaurants,706.15
1135,2024-01-01,Dining & restaurants,112.47
1136,2024-01-01,Dining & restaurants,699.62
1137,2024-01-01,Dining & restaurants,157.93
1138,2024-01-01,Dining & restaurants,50.87
1139,2024-01-01,Dining & restaurants,102.53
1140,2024-01-01,Dining & restaurants,75.72
1141,2024-01-01,Dining & restaurants,298.48
1142,2024-01-01,Dining & restaurants,1181.64
1143,2024-01-01,Dining & restaurants,45.15
1144,2024-01-01,Dining & restaurants,471.5
1145,2024-01-01,Dining & restaurants,219.07
1146,2024-01-01,Dining & restaurants,87.13
1147,2024-01-01,Dining & restaurants,194.94
1148,2024-01-01,Dining & restaurants,117.87
1149,2024-01-01,Dining & restaurants,670.4
1150,2024-01-01,Dining & restaurants,220.39
1151,2024-01-01,Dining & restaurants,79.24
1152,2024-01-01,Dining & restaurants,195.16
1153,2024-01-01,Dining & restaurants,156.98
1154,2024-01-01,Dining & restaurants,235.77
1155,2024-01-01,Dining & restaurants,148.83
1156,2024-01-01,Dining & restaurants,58.1
1157,2024-01-01,Dining & restaurants,748.15
1158,2024-01-01,Dining & restaurants,208.22
1159,2024-01-01,Dining & restaurants,107.74
1160,2024-01-01,Dining & restaurants,1387.1
1161,2024-01-01,Dining & restaurants,930.64
1162,2024-01-01,Dining & restaurants,482.05
1163,2024-01-01,Dining & restaurants,362.44
1164,2024-01-01,Dining & restaurants,80.92
1165,2024-01-01,Dining & restaurants,154.5
1166,2024-01-01,Dining & restaurants,956.72
1167,2024-01-01,Dining & restaurants,208.3
1168,2024-01-01,Dining & restaurants,136.76
1169,2024-01-01,Dining & restaurants,1145.95
1170,2024-01-01,Dining & restaurants,337.93
1171,2024-01-01,Dining & restaurants,452.48
1172,2024-01-01,Dining & restaurants,238.28
1173,2024-01-01,Dining & restaurants,182.07
1174,2024-01-01,Dining & restaurants,178.18
1175,2024-01-01,Dining & restaurants,415.67
1176,2024-01-01,Dining & restaurants,247.63
1177,2024-01-01,Dining & restaurants,179.81
1178,2024-01-01,Dining & restaurants,455.84
1179,2024-01-01,Dining & restaurants,208.28
1180,2024-01-01,Dining & restaurants,113.59
1181,2024-01-01,Dining & restaurants,54.43
1182,2024-01-01,Dining & restaurants,781.6
1183,2024-01-01,Dining & restaurants,271.83
1184,2024-01-01,Dining & restaurants,96.04
1185,2024-01-01,Dining & restaurants,636.21
1186,2024-01-01,Dining & restaurants,147.36
1187,2024-01-01,Dining & restaurants,309.2
1188,2024-01-01,Dining & restaurants,502.01
1189,2024-01-01,Dining & restaurants,173.99
1190,2024-01-01,Dining & restaurants,252.15
1191,2024-01-01,Dining & restaurants,397.56
1192,2024-01-01,Dining & restaurants,150.84
1193,2024-01-01,Dining & restaurants,230.82
1194,2024-01-01,Dining & restaurants,222.98
1195,2024-01-01,Dining & restaurants,924.82
1196,2024-01-01,Dining & restaurants,102.04
1197,2024-01-01,Dining & restaurants,224.8
1198,2024-01-01,Dining & restaurants,148.58
1199,2024-01-01,Dining & restaurants,547.02
1200,2024-01-01,Dining & restaurants,1766.06
1201,2024-01-01,Dining & restaurants,257.97
1202,2024-01-01,Dining & restaurants,1361.79
1203,2024-01-01,Dining & restaurants,382.61
1204,2024-01-01,Dining & restaurants,502.85
1205,2024-01-01,Dining & restaurants,339.49
1206,2024-01-01,Dining & restaurants,525.75
1207,2024-01-01,Dining & restaurants,270.82
1208,2024-01-01,Dining & restaurants,223.41
1209,2024-01-01,Dining & restaurants,665.82
1210,2024-01-01,Dining & restaurants,122.62
1211,2024-01-01,Dining & restaurants,350.29
1212,2024-01-01,Dining & restaurants,192.64
1213,2024-01-01,Dining & restaurants,689.41
1214,2024-01-01,Dining & restaurants,131.19
1215,2024-01-01,Dining & restaurants,255.71
1216,2024-01-01,Dining & restaurants,652.69
1217,2024-01-01,Dining & restaurants,341.58
1218,2024-01-01,Dining & restaurants,119.92
1219,2024-01-01,Dining & restaurants,159.79
1220,2024-01-01,Dining & restaurants,264.96
1221,2024-01-01,Dining & restaurants,62.15
1222,2024-01-01,Dining & restaurants,269.64
1223,2024-01-01,Dining & restaurants,587.05
1224,2024-01-01,Dining & restaurants,88.6
1225,2024-01-01,Dining & restaurants,700.33
1226,2024-01-01,Dining & restaurants,444.78
1227,2024-01-01,Dining & restaurants,172.1
1228,2024-01-01,Dining & restaurants,478.06
1229,2024-01-01,Dining & restaurants,50.2
1230,2024-01-01,Dining & restaurants,162.49
1231,2024-01-01,Dining & restaurants,701.36
1232,2024-01-01,Dining & restaurants,192.97
1233,2024-01-01,Dining & restaurants,227.91
1234,2024-01-01,Dining & restaurants,808.53
1235,2024-01-01,Dining & restaurants,285.31
1236,2024-01-01,Dining & restaurants,103.85
1237,2024-01-01,Dining & restaurants,286.27
1238,2024-01-01,Dining & restaurants,636.31
1239,2024-01-01,Dining & restaurants,46.44
1240,2024-01-01,Dining & restaurants,172.24
1241,2024-01-01,Dining & restaurants,416.74
1242,2024-01-01,Dining & restaurants,138.0
1243,2024-01-01,Dining & restaurants,165.45
1244,2024-01-01,Dining & restaurants,194.97
1245,2024-01-01,Dining & restaurants,251.92
1246,2024-01-01,Dining & restaurants,98.83
1247,2024-01-01,Dining & restaurants,326.22
1248,2024-01-01,Dining & restaurants,273.19
1249,2024-01-01,Dining & restaurants,291.84
1250,2024-01-01,Dining & restaurants,90.51
1251,2024-01-01,Dining & restaurants,277.49
1252,2024-01-01,Dining & restaurants,125.73
1253,2024-01-01,Dining & restaurants,996.88
1254,2024-01-01,Dining & restaurants,601.47
1255,2024-01-01,Dining & restaurants,336.03
1256,2024-01-01,Dining & restaurants,187.38
1257,2024-01-01,Dining & restaurants,177.25
1258,2024-01-01,Dining & restaurants,178.32
1259,2024-01-01,Dining & restaurants,674.85
1260,2024-01-01,Dining & restaurants,135.69
1261,2024-01-01,Dining & restaurants,975.7
1262,2024-01-01,Dining & restaurants,181.3
1263,2024-01-01,Dining & restaurants,574.82
1264,2024-01-01,Dining & restaurants,327.81
1265,2024-01-01,Dining & restaurants,1064.1
1266,2024-01-01,Dining & restaurants,1572.32
1267,2024-01-01,Dining & restaurants,102.0
1268,2024-01-01,Dining & restaurants,339.35
1269,2024-01-01,Dining & restaurants,109.14
1270,2024-01-01,Dining & restaurants,503.27
1271,2024-01-01,Dining & restaurants,42.16
1272,2024-01-01,Dining & restaurants,301.19
1273,2024-01-01,Dining & restaurants,213.56
1274,2024-01-01,Dining & restaurants,1342.98
1275,2024-01-01,Dining & restaurants,259.73
1276,2024-01-01,Dining & restaurants,176.37
1277,2024-01-01,Dining & restaurants,397.66
1278,2024-01-01,Dining & restaurants,164.98
1279,2024-01-01,Dining & restaurants,371.45
1280,2024-01-01,Dining & restaurants,73.15
1281,2024-01-01,Dining & restaurants,364.43
1282,2024-01-01,Dining & restaurants,246.97
1283,2024-01-01,Dining & restaurants,212.55
1284,2024-01-01,Dining & restaurants,596.13
1285,2024-01-01,Dining & restaurants,458.91
1286,2024-01-01,Dining & restaurants,109.78
1287,2024-01-01,Dining & restaurants,285.75
1288,2024-01-01,Dining & restaurants,140.91
1289,2024-01-01,Dining & restaurants,840.51
1290,2024-01-01,Dining & restaurants,671.57
1291,2024-01-01,Dining & restaurants,327.55
1292,2024-01-01,Dining & restaurants,499.31
1293,2024-01-01,Dining & restaurants,181.21
1294,2024-01-01,Dining & restaurants,120.4
1295,2024-01-01,Dining & restaurants,448.85
1296,2024-01-01,Dining & restaurants,400.45
1297,2024-01-01,Dining & restaurants,747.2
1298,2024-01-01,Dining & restaurants,1083.76
1299,2024-01-01,Dining & restaurants,280.53
1300,2024-01-01,Dining & restaurants,305.0
1301,2024-01-01,Dining & restaurants,558.31
1302,2024-01-01,Dining & restaurants,45.83
1303,2024-01-01,Dining & restaurants,293.58
1304,2024-01-01,Dining & restaurants,222.92
1305,2024-01-01,Dining & restaurants,199.13
1306,2024-01-01,Dining & restaurants,127.28
1307,2024-01-01,Dining & restaurants,247.95
1308,2024-01-01,Dining & restaurants,239.51
1309,2024-01-01,Dining & restaurants,350.39
1310,2024-01-01,Dining & restaurants,250.72
1311,2024-01-01,Dining & restaurants,297.76
1312,2024-01-01,Dining & restaurants,189.13
1313,2024-01-01,Dining & restaurants,228.61
1314,2024-01-01,Dining & restaurants,391.65
1315,2024-01-01,Dining & restaurants,810.5
1316,2024-01-01,Dining & restaurants,92.33
1317,2024-01-01,Dining & restaurants,275.15
1318,2024-01-01,Dining & restaurants,281.68
1319,2024-01-01,Dining & restaurants,1227.66
1320,2024-01-01,Dining & restaurants,206.66
1321,2024-01-01,Dining & restaurants,403.32
1322,2024-01-01,Dining & restaurants,276.22
1323,2024-01-01,Dining & restaurants,198.95
1324,2024-01-01,Dining & restaurants,750.9
1325,2024-01-01,Dining & restaurants,56.9
1326,2024-01-01,Dining & restaurants,166.86
1327,2024-01-01,Dining & restaurants,185.19
1328,2024-01-01,Dining & restaurants,138.58
1329,2024-01-01,Dining & restaurants,380.14
1330,2024-01-01,Dining & restaurants,295.16
1331,2024-01-01,Dining & restaurants,400.28
1332,2024-01-01,Dining & restaurants,211.25
1333,2024-01-01,Dining & restaurants,247.79
1334,2024-01-01,Dining & restaurants,86.09
1335,2024-01-01,Dining & restaurants,106.88
1336,2024-01-01,Dining & restaurants,135.56
1337,2024-01-01,Dining & restaurants,399.33
1338,2024-01-01,Dining & restaurants,309.36
1339,2024-01-01,Dining & restaurants,421.8
1340,2024-01-01,Dining & restaurants,2003.66
1341,2024-01-01,Dining & restaurants,290.82
1342,2024-01-01,Dining & restaurants,1605.54
1343,2024-01-01,Dining & restaurants,79.88
1344,2024-01-01,Dining & restaurants,349.26
1345,2024-01-01,Dining & restaurants,136.6
1346,2024-01-01,Dining & restaurants,337.24
1347,2024-01-01,Dining & restaurants,145.78
1348,2024-01-01,Dining & restaurants,117.81
1349,2024-01-01,Dining & restaurants,65.87
1350,2024-01-01,Dining & restaurants,807.87
1351,2024-01-01,Dining & restaurants,133.84
1352,2024-01-01,Dining & restaurants,157.2
1353,2024-01-01,Dining & restaurants,169.66
1354,2024-01-01,Dining & restaurants,331.77
1355,2024-01-01,Dining & restaurants,613.98
1356,2024-01-01,Dining & restaurants,692.85
1357,2024-01-01,Dining & restaurants,160.47
1358,2024-01-01,Dining & restaurants,478.68
1359,2024-01-01,Dining & restaurants,845.55
1360,2024-01-01,Dining & restaurants,130.97
1361,2024-01-01,Dining & restaurants,112.73
1362,2024-01-01,Dining & restaurants,196.36
1363,2024-01-01,Dining & restaurants,200.96
1364,2024-01-01,Dining & restaurants,94.55
1365,2024-01-01,Dining & restaurants,184.42
1366,2024-01-01,Dining & restaurants,2619.49
1367,2024-01-01,Dining & restaurants,128.48
1368,2024-01-01,Dining & restaurants,64.51
1369,2024-01-01,Dining & restaurants,218.2
1370,2024-01-01,Dining & restaurants,198.61
1371,2024-01-01,Dining & restaurants,71.39
1372,2024-01-01,Dining & restaurants,246.12
1373,2024-01-01,Dining & restaurants,159.27
1374,2024-01-01,Dining & restaurants,251.97
1375,2024-01-01,Dining & restaurants,63.15
1376,2024-01-01,Dining & restaurants,151.17
1377,2024-01-01,Dining & restaurants,316.48
1378,2024-01-01,Dining & restaurants,305.21
1379,2024-01-01,Dining & restaurants,402.63
1380,2024-01-01,Dining & restaurants,211.09
1381,2024-01-01,Dining & restaurants,683.22
1382,2024-01-01,Dining & restaurants,105.05
1383,2024-01-01,Dining & restaurants,114.03
1384,2024-01-01,Dining & restaurants,315.0
1385,2024-01-01,Dining & restaurants,84.08
1386,2024-01-01,Dining & restaurants,79.86
1387,2024-01-01,Dining & restaurants,219.3
1388,2024-01-01,Dining & restaurants,1317.79
1389,2024-01-01,Dining & restaurants,74.41
1390,2024-01-01,Dining & restaurants,118.9
1391,2024-01-01,Dining & restaurants,575.39
1392,2024-01-01,Dining & restaurants,837.78
1393,2024-01-01,Dining & restaurants,750.67
1394,2024-01-01,Dining & restaurants,117.75
1395,2024-01-01,Dining & restaurants,305.38
1396,2024-01-01,Dining & restaurants,168.28
1397,2024-01-01,Dining & restaurants,774.59
1398,2024-01-01,Dining & restaurants,286.92
1399,2024-01-01,Dining & restaurants,109.74
1400,2024-01-01,Dining & restaurants,1226.4
1401,2024-01-01,Dining & restaurants,233.85
1402,2024-01-01,Dining & restaurants,174.79
1403,2024-01-01,Dining & restaurants,478.65
1404,2024-01-01,Dining & restaurants,90.65
1405,2024-01-01,Dining & restaurants,125.36
1406,2024-01-01,Dining & restaurants,134.15
1407,2024-01-01,Dining & restaurants,76.6
1408,2024-01-01,Dining & restaurants,176.1
1409,2024-01-01,Dining & restaurants,110.35
1410,2024-01-01,Dining & restaurants,57.06
1411,2024-01-01,Dining & restaurants,342.47
1412,2024-01-01,Dining & restaurants,775.11
1413,2024-01-01,Dining & restaurants,820.85
1414,2024-01-01,Dining & restaurants,607.58
1415,2024-01-01,Dining & restaurants,212.63
1416,2024-01-01,Dining & restaurants,79.02
1417,2024-01-01,Dining & restaurants,705.32
1418,2024-01-01,Dining & restaurants,2592.77
1419,2024-01-01,Dining & restaurants,585.87
1420,2024-01-01,Dining & restaurants,121.47
1421,2024-01-01,Dining & restaurants,217.61
1422,2024-01-01,Dining & restaurants,586.89
1423,2024-01-01,Dining & restaurants,291.92
1424,2024-01-01,Dining & restaurants,1859.87
1425,2024-01-01,Dining & restaurants,42.73
1426,2024-01-01,Dining & restaurants,126.44
1427,2024-01-01,Dining & restaurants,465.15
1428,2024-01-01,Dining & restaurants,73.26
1429,2024-01-01,Dining & restaurants,95.0
1430,2024-01-01,Dining & restaurants,74.89
1431,2024-01-01,Dining & restaurants,167.43
1432,2024-01-01,Dining & restaurants,257.84
1433,2024-01-01,Dining & restaurants,98.7
1434,2024-01-01,Dining & restaurants,148.5
1435,2024-01-01,Dining & restaurants,610.35
1436,2024-01-01,Dining & restaurants,297.95
1437,2024-01-01,Dining & restaurants,841.32
1438,2024-01-01,Dining & restaurants,133.46
1439,2024-01-01,Dining & restaurants,436.01
1440,2024-01-01,Dining & restaurants,174.24
1441,2024-01-01,Dining & restaurants,92.11
1442,2024-01-01,Dining & restaurants,301.56
1443,2024-01-01,Dining & restaurants,242.51
1444,2024-01-01,Dining & restaurants,1687.3
1445,2024-01-01,Dining & restaurants,139.58
1446,2024-01-01,Dining & restaurants,330.01
1447,2024-01-01,Dining & restaurants,155.06
1448,2024-01-01,Dining & restaurants,156.93
1449,2024-01-01,Dining & restaurants,70.61
1450,2024-01-01,Dining & restaurants,160.56
1451,2024-01-01,Dining & restaurants,71.84
1452,2024-01-01,Dining & restaurants,147.34
1453,2024-01-01,Dining & restaurants,502.06
1454,2024-01-01,Dining & restaurants,234.92
1455,2024-01-01,Dining & restaurants,3568.35
1456,2024-01-01,Dining & restaurants,82.29
1457,2024-01-01,Dining & restaurants,76.01
1458,2024-01-01,Dining & restaurants,262.36
1459,2024-01-01,Dining & restaurants,241.02
1460,2024-01-01,Dining & restaurants,137.84
1461,2024-01-01,Dining & restaurants,317.31
1462,2024-01-01,Dining & restaurants,268.77
1463,2024-01-01,Dining & restaurants,845.32
1464,2024-01-01,Dining & restaurants,132.95
1465,2024-01-01,Dining & restaurants,106.12
1466,2024-01-01,Dining & restaurants,1007.0
1467,2024-01-01,Dining & restaurants,111.72
1468,2024-01-01,Dining & restaurants,318.56
1469,2024-01-01,Dining & restaurants,150.29
1470,2024-01-01,Dining & restaurants,250.73
1471,2024-01-01,Dining & restaurants,95.73
1472,2024-01-01,Dining & restaurants,125.22
1473,2024-01-01,Dining & restaurants,107.07
1474,2024-01-01,Dining & restaurants,212.27
1475,2024-01-01,Dining & restaurants,126.51
1476,2024-01-01,Dining & restaurants,174.52
1477,2024-01-01,Dining & restaurants,134.59
1478,2024-01-01,Dining & restaurants,66.53
1479,2024-01-01,Dining & restaurants,112.23
1480,2024-01-01,Dining & restaurants,296.05
1481,2024-01-01,Dining & restaurants,173.66
1482,2024-01-01,Dining & restaurants,1040.28
1483,2024-01-01,Dining & restaurants,134.33
1484,2024-01-01,Dining & restaurants,124.56
1485,2024-01-01,Dining & restaurants,69.48
1486,2024-01-01,Dining & restaurants,798.6
1487,2024-01-01,Dining & restaurants,462.15
1488,2024-01-01,Dining & restaurants,55.91
1489,2024-01-01,Dining & restaurants,133.14
1490,2024-01-01,Dining & restaurants,532.32
1491,2024-01-01,Dining & restaurants,152.05
1492,2024-01-01,Dining & restaurants,118.75
1493,2024-01-01,Dining & restaurants,642.44
1494,2024-01-01,Dining & restaurants,467.74
1495,2024-01-01,Dining & restaurants,94.94
1496,2024-01-01,Dining & restaurants,75.47
1497,2024-01-01,Dining & restaurants,121.87
1498,2024-01-01,Dining & restaurants,585.29
1499,2024-01-01,Dining & restaurants,220.42
1500,2024-01-01,Dining & restaurants,104.2
1501,2024-01-01,Dining & restaurants,81.16
1502,2024-01-01,Dining & restaurants,123.16
1503,2024-01-01,Dining & restaurants,745.57
1504,2024-01-01,Dining & restaurants,465.33
1505,2024-01-01,Dining & restaurants,202.0
1506,2024-01-01,Dining & restaurants,148.84
1507,2024-01-01,Dining & restaurants,189.1
1508,2024-01-01,Dining & restaurants,182.87
1509,2024-01-01,Dining & restaurants,203.47
1510,2024-01-01,Dining & restaurants,65.1
1511,2024-01-01,Dining & restaurants,454.34
1512,2024-01-01,Dining & restaurants,111.31
1513,2024-01-01,Dining & restaurants,82.09
1514,2024-01-01,Dining & restaurants,1171.12
1515,2024-01-01,Dining & restaurants,348.8
1516,2024-01-01,Dining & restaurants,854.24
1517,2024-01-01,Dining & restaurants,50.71
1518,2024-01-01,Dining & restaurants,62.35
1519,2024-01-01,Dining & restaurants,254.53
1520,2024-01-01,Dining & restaurants,114.64
1521,2024-01-01,Dining & restaurants,1558.52
1522,2024-01-01,Dining & restaurants,459.62
1523,2024-01-01,Dining & restaurants,192.29
1524,2024-01-01,Dining & restaurants,1031.82
1525,2024-01-01,Dining & restaurants,212.78
1526,2024-01-01,Dining & restaurants,419.56
1527,2024-01-01,Dining & restaurants,150.68
1528,2024-01-01,Dining & restaurants,175.93
1529,2024-01-01,Dining & restaurants,144.54
1530,2024-01-01,Dining & restaurants,388.24
1531,2024-01-01,Dining & restaurants,696.37
1532,2024-01-01,Dining & restaurants,121.15
1533,2024-01-01,Dining & restaurants,104.88
1534,2024-01-01,Dining & restaurants,75.29
1535,2024-01-01,Dining & restaurants,580.48
1536,2024-01-01,Dining & restaurants,734.02
1537,2024-01-01,Dining & restaurants,121.82
1538,2024-01-01,Dining & restaurants,83.7
1539,2024-01-01,Dining & restaurants,510.44
1540,2024-01-01,Dining & restaurants,289.83
1541,2024-01-01,Dining & restaurants,157.85
1542,2024-01-01,Dining & restaurants,792.41
1543,2024-01-01,Dining & restaurants,179.43
1544,2024-01-01,Dining & restaurants,234.14
1545,2024-01-01,Dining & restaurants,118.5
1546,2024-01-01,Dining & restaurants,258.24
1547,2024-01-01,Dining & restaurants,547.98
1548,2024-01-01,Dining & restaurants,37.95
1549,2024-01-01,Dining & restaurants,565.69
1550,2024-01-01,Dining & restaurants,141.98
1551,2024-01-01,Dining & restaurants,261.11
1552,2024-01-01,Dining & restaurants,581.48
1553,2024-01-01,Dining & restaurants,138.02
1554,2024-01-01,Dining & restaurants,172.97
1555,2024-01-01,Dining & restaurants,499.7
1556,2024-01-01,Dining & restaurants,179.98
1557,2024-01-01,Dining & restaurants,75.34
1558,2024-01-01,Dining & restaurants,197.61
1559,2024-01-01,Dining & restaurants,247.17
1560,2024-01-01,Dining & restaurants,108.53
1561,2024-01-01,Dining & restaurants,396.28
1562,2024-01-01,Dining & restaurants,243.14
1563,2024-01-01,Dining & restaurants,184.13
1564,2024-01-01,Dining & restaurants,506.61
1565,2024-01-01,Dining & restaurants,466.49
1566,2024-01-01,Dining & restaurants,684.82
1567,2024-01-01,Dining & restaurants,297.89
1568,2024-01-01,Dining & restaurants,369.2
1569,2024-01-01,Dining & restaurants,206.63
1570,2024-01-01,Dining & restaurants,463.71
1571,2024-01-01,Dining & restaurants,118.21
1572,2024-01-01,Dining & restaurants,532.8
1573,2024-01-01,Dining & restaurants,412.66
1574,2024-01-01,Dining & restaurants,209.5
1575,2024-01-01,Dining & restaurants,185.76
1576,2024-01-01,Dining & restaurants,407.78
1577,2024-01-01,Dining & restaurants,898.5
1578,2024-01-01,Dining & restaurants,395.67
1579,2024-01-01,Dining & restaurants,237.55
1580,2024-01-01,Dining & restaurants,75.1
1581,2024-01-01,Dining & restaurants,811.33
1582,2024-01-01,Dining & restaurants,472.94
1583,2024-01-01,Dining & restaurants,129.67
1584,2024-01-01,Dining & restaurants,410.23
1585,2024-01-01,Dining & restaurants,91.39
1586,2024-01-01,Dining & restaurants,424.75
1587,2024-01-01,Dining & restaurants,188.29
1588,2024-01-01,Dining & restaurants,282.41
1589,2024-01-01,Dining & restaurants,1184.61
1590,2024-01-01,Dining & restaurants,100.19
1591,2024-01-01,Dining & restaurants,453.04
1592,2024-01-01,Dining & restaurants,100.64
1593,2024-01-01,Dining & restaurants,1283.39
1594,2024-01-01,Dining & restaurants,473.26
1595,2024-01-01,Dining & restaurants,234.27
1596,2024-01-01,Dining & restaurants,231.57
1597,2024-01-01,Dining & restaurants,591.09
1598,2024-01-01,Dining & restaurants,343.57
1599,2024-01-01,Dining & restaurants,1489.7
1600,2024-01-01,Dining & restaurants,88.86
1601,2024-01-01,Dining & restaurants,560.37
1602,2024-01-01,Dining & restaurants,587.62
1603,2024-01-01,Dining & restaurants,1096.01
1604,2024-01-01,Dining & restaurants,121.17
1605,2024-01-01,Dining & restaurants,713.22
1606,2024-01-01,Dining & restaurants,132.02
1607,2024-01-01,Dining & restaurants,262.0
1608,2024-01-01,Dining & restaurants,252.96
1609,2024-01-01,Dining & restaurants,692.26
1610,2024-01-01,Dining & restaurants,176.98
1611,2024-01-01,Dining & restaurants,192.59
1612,2024-01-01,Dining & restaurants,224.78
1613,2024-01-01,Dining & restaurants,204.51
1614,2024-01-01,Dining & restaurants,980.25
1615,2024-01-01,Dining & restaurants,374.38
1616,2024-01-01,Dining & restaurants,169.26
1617,2024-01-01,Dining & restaurants,92.78
1618,2024-01-01,Dining & restaurants,137.75
1619,2024-01-01,Dining & restaurants,251.9
1620,2024-01-01,Dining & restaurants,501.38
1621,2024-01-01,Dining & restaurants,135.21
1622,2024-01-01,Dining & restaurants,713.29
1623,2024-01-01,Dining & restaurants,73.17
1624,2024-01-01,Dining & restaurants,127.59
1625,2024-01-01,Dining & restaurants,1018.99
1626,2024-01-01,Dining & restaurants,43.95
1627,2024-01-01,Dining & restaurants,247.01
1628,2024-01-01,Dining & restaurants,248.96
1629,2024-01-01,Dining & restaurants,1273.35
1630,2024-01-01,Dining & restaurants,264.6
1631,2024-01-01,Dining & restaurants,157.27
1632,2024-01-01,Dining & restaurants,340.39
1633,2024-01-01,Dining & restaurants,84.87
1634,2024-01-01,Dining & restaurants,63.05
1635,2024-01-01,Dining & restaurants,59.95
1636,2024-01-01,Dining & restaurants,679.35
1637,2024-01-01,Dining & restaurants,437.28
1638,2024-01-01,Dining & restaurants,1491.3
1639,2024-01-01,Dining & restaurants,102.5
1640,2024-01-01,Dining & restaurants,92.61
1641,2024-01-01,Dining & restaurants,573.34
1642,2024-01-01,Dining & restaurants,212.88
1643,2024-01-01,Dining & restaurants,101.96
1644,2024-01-01,Dining & restaurants,536.07
1645,2024-01-01,Dining & restaurants,618.88
1646,2024-01-01,Dining & restaurants,265.18
1647,2024-01-01,Dining & restaurants,1615.54
1648,2024-01-01,Dining & restaurants,114.38
1649,2024-01-01,Dining & restaurants,105.34
1650,2024-01-01,Dining & restaurants,95.31
1651,2024-01-01,Dining & restaurants,901.1
1652,2024-01-01,Dining & restaurants,181.43
1653,2024-01-01,Dining & restaurants,161.98
1654,2024-01-01,Dining & restaurants,142.56
1655,2024-01-01,Dining & restaurants,267.28
1656,2024-01-01,Dining & restaurants,23.73
1657,2024-01-01,Dining & restaurants,222.44
1658,2024-01-01,Dining & restaurants,101.52
1659,2024-01-01,Dining & restaurants,280.43
1660,2024-01-01,Dining & restaurants,382.97
1661,2024-01-01,Dining & restaurants,169.9
1662,2024-01-01,Dining & restaurants,73.61
1663,2024-01-01,Dining & restaurants,217.5
1664,2024-01-01,Dining & restaurants,394.8
1665,2024-01-01,Dining & restaurants,111.39
1666,2024-01-01,Dining & restaurants,236.17
1667,2024-01-01,Dining & restaurants,491.87
1668,2024-01-01,Dining & restaurants,137.26
1669,2024-01-01,Dining & restaurants,713.02
1670,2024-01-01,Dining & restaurants,241.57
1671,2024-01-01,Dining & restaurants,390.92
1672,2024-01-01,Dining & restaurants,179.74
1673,2024-01-01,Dining & restaurants,138.83
1674,2024-01-01,Dining & restaurants,577.51
1675,2024-01-01,Dining & restaurants,178.62
1676,2024-01-01,Dining & restaurants,442.05
1677,2024-01-01,Dining & restaurants,422.84
1678,2024-01-01,Dining & restaurants,303.01
1679,2024-01-01,Dining & restaurants,398.23
1680,2024-01-01,Dining & restaurants,402.26
1681,2024-01-01,Dining & restaurants,361.84
1682,2024-01-01,Dining & restaurants,57.33
1683,2024-01-01,Dining & restaurants,362.81
1684,2024-01-01,Dining & restaurants,218.82
1685,2024-01-01,Dining & restaurants,837.28
1686,2024-01-01,Dining & restaurants,300.11
1687,2024-01-01,Dining & restaurants,78.91
1688,2024-01-01,Dining & restaurants,209.66
1689,2024-01-01,Dining & restaurants,373.64
1690,2024-01-01,Dining & restaurants,134.0
1691,2024-01-01,Dining & restaurants,337.76
1692,2024-01-01,Dining & restaurants,168.01
1693,2024-01-01,Dining & restaurants,178.41
1694,2024-01-01,Dining & restaurants,2191.9
1695,2024-01-01,Dining & restaurants,148.1
1696,2024-01-01,Dining & restaurants,1598.18
1697,2024-01-01,Dining & restaurants,210.94
1698,2024-01-01,Dining & restaurants,1417.05
1699,2024-01-01,Dining & restaurants,92.53
1700,2024-01-01,Dining & restaurants,55.38
1701,2024-01-01,Dining & restaurants,94.92
1702,2024-01-01,Dining & restaurants,475.36
1703,2024-01-01,Dining & restaurants,749.53
1704,2024-01-01,Dining & restaurants,102.91
1705,2024-01-01,Dining & restaurants,78.55
1706,2024-01-01,Dining & restaurants,222.0
1707,2024-01-01,Dining & restaurants,284.5
1708,2024-01-01,Dining & restaurants,276.53
1709,2024-01-01,Dining & restaurants,191.2
1710,2024-01-01,Dining & restaurants,207.38
1711,2024-01-01,Dining & restaurants,508.74
1712,2024-01-01,Dining & restaurants,614.29
1713,2024-01-01,Dining & restaurants,197.55
1714,2024-01-01,Dining & restaurants,452.13
1715,2024-01-01,Dining & restaurants,2034.67
1716,2024-01-01,Dining & restaurants,136.75
1717,2024-01-01,Dining & restaurants,893.53
1718,2024-01-01,Dining & restaurants,103.02
1719,2024-01-01,Dining & restaurants,70.78
1720,2024-01-01,Dining & restaurants,615.48
1721,2024-01-01,Dining & restaurants,388.36
1722,2024-01-01,Dining & restaurants,320.49
1723,2024-01-01,Dining & restaurants,152.49
