cardholder_id,segment,age_band,state,credit_limit,open_date
8656,Gold,45-54,Tennessee,30500,2020-10-21
8657,Green,18-24,Washington,7000,2022-10-03
8658,Gold,35-44,California,26500,2022-04-17
8659,Platinum,25-34,California,72500,2020-04-26
8660,Green,55-64,California,5000,2023-02-09
8661,Gold,18-24,Minnesota,17000,2023-11-23
8662,Gold,55-64,Georgia,23000,2020-05-11
8663,Platinum,65+,New York,82500,2019-11-01
8664,Green,18-24,Nevada,17000,2023-08-03
8665,Green,45-54,Oregon,14500,2020-12-20
8666,Green,35-44,New Jersey,5500,2022-05-29
8667,Green,65+,New Jersey,13500,2021-02-21
8668,Gold,45-54,Texas,41500,2021-06-25
8669,Gold,45-54,Nevada,29000,2020-10-12
8670,Green,55-64,Texas,11500,2023-11-09
8671,Entry,25-34,Indiana,7500,2019-10-06
8672,Platinum,35-44,Utah,92500,2022-01-23
8673,Green,55-64,Michigan,19000,2020-06-30
8674,Gold,25-34,Michigan,41500,2019-04-11
8675,Platinum,65+,New York,45000,2023-02-09
8676,Gold,45-54,Florida,38500,2022-09-22
8677,Platinum,35-44,North Carolina,91000,2023-01-01
8678,Green,35-44,North Carolina,11500,2023-09-13
8679,Green,25-34,Florida,10500,2020-05-15
8680,Platinum,25-34,South Carolina,90500,2020-07-05
8681,Platinum,35-44,Texas,61500,2023-04-19
8682,Green,55-64,Illinois,18500,2022-01-18
8683,Gold,35-44,New York,40000,2021-07-18
8684,Green,35-44,Louisiana,6000,2023-05-30
8685,Gold,35-44,Texas,33500,2023-04-26
8686,Green,25-34,Pennsylvania,11000,2019-12-12
8687,Gold,65+,California,34500,2021-04-07
8688,Platinum,18-24,New Jersey,69000,2023-09-18
8689,Gold,35-44,Massachusetts,28000,2019-12-13
8690,Gold,45-54,Missouri,16000,2023-01-12
8691,Gold,35-44,New York,24500,2023-11-19
8692,Green,35-44,Georgia,7000,2019-02-01
8693,Gold,65+,Arkansas,29500,2022-09-12
8694,Platinum,45-54,New York,94500,2019-09-14
8695,Green,25-34,South Carolina,6000,2020-07-01
8696,Green,55-64,Iowa,5500,2021-01-18
8697,Entry,25-34,Florida,6500,2020-01-08
8698,Green,35-44,Florida,7000,2023-12-08
8699,Green,55-64,New York,15500,2021-10-13
8700,Green,65+,Missouri,11000,2021-04-06
8701,Entry,35-44,Virginia,7000,2020-10-02
8702,Green,25-34,Texas,15500,2020-09-09
8703,Gold,35-44,Maryland,39500,2022-08-07
8704,Gold,65+,Texas,38500,2021-07-29
8705,Gold,45-54,Ohio,43000,2019-06-13
8706,Green,45-54,California,9500,2023-10-07
8707,Green,35-44,Massachusetts,7500,2020-12-11
8708,Green,45-54,Massachusetts,18000,2021-09-01
8709,Platinum,55-64,Florida,71000,2020-12-02
8710,Green,35-44,California,12500,2019-08-23
8711,Green,25-34,Georgia,15500,2020-06-27
8712,Gold,35-44,Alabama,41500,2021-12-23
8713,Green,35-44,Minnesota,9500,2023-08-03
8714,Gold,35-44,North Carolina,17500,2022-07-28
8715,Green,25-34,California,8500,2023-07-13
8716,Green,35-44,Massachusetts,16000,2021-06-27
8717,Green,55-64,Florida,8500,2021-10-23
8718,Green,35-44,Colorado,19000,2022-07-12
8719,Green,65+,California,19000,2023-12-26
8720,Green,45-54,Ohio,13500,2020-02-04
8721,Gold,35-44,Florida,37000,2023-04-22
8722,Green,25-34,California,6500,2019-03-10
8723,Gold,45-54,Pennsylvania,43000,2019-01-10
8724,Gold,35-44,Texas,18000,2019-01-05
8725,Green,55-64,California,11500,2022-10-23
8726,Green,25-34,Washington,11500,2020-08-11
8727,Gold,18-24,Montana,40500,2021-09-22
8728,Gold,25-34,Virginia,20500,2022-05-26
8729,Gold,45-54,Nevada,22000,2021-11-23
8730,Gold,55-64,California,27500,2023-07-13
8731,Gold,25-34,New York,20500,2019-04-14
8732,Green,45-54,New Jersey,10500,2022-04-09
8733,Gold,25-34,Texas,23000,2023-12-29
8734,Green,35-44,Washington,6000,2019-06-29
8735,Gold,18-24,Pennsylvania,30000,2019-05-22
8736,Entry,35-44,Washington,1000,2021-09-12
8737,Gold,35-44,Nebraska,39000,2023-02-06
8738,Platinum,18-24,Tennessee,48500,2023-05-22
8739,Platinum,45-54,New Hampshire,90500,2020-07-03
8740,Green,35-44,California,7000,2023-07-28
8741,Green,45-54,Pennsylvania,5500,2021-04-15
8742,Gold,35-44,New York,40500,2020-11-14
8743,Gold,45-54,Massachusetts,26000,2022-08-09
8744,Platinum,35-44,California,77500,2022-08-08
8745,Green,55-64,Utah,17500,2023-11-11
8746,Green,65+,Washington,6000,2020-03-03
8747,Platinum,45-54,Virginia,94000,2021-11-04
8748,Platinum,55-64,Minnesota,69000,2020-12-08
8749,Platinum,55-64,Tennessee,59000,2023-06-08
8750,Platinum,25-34,Virginia,97500,2022-12-24
8751,Green,65+,Iowa,10500,2020-03-04
8752,Gold,25-34,New York,30500,2023-03-17
8753,Gold,18-24,California,25000,2019-11-05
8754,Gold,65+,Arizona,28500,2019-04-24
8755,Entry,25-34,California,1000,2022-07-06
8756,Green,45-54,North Carolina,17500,2019-01-05
8757,Gold,65+,Michigan,17500,2021-04-19
8758,Gold,18-24,Virginia,33000,2020-11-14
8759,Gold,25-34,Florida,30500,2023-03-31
8760,Green,45-54,Virginia,13500,2023-12-28
8761,Platinum,45-54,Florida,58000,2020-12-16
8762,Green,55-64,Oregon,16500,2019-01-08
8763,Green,55-64,Indiana,8000,2020-05-08
8764,Entry,25-34,Massachusetts,4000,2022-10-01
8765,Gold,35-44,Arizona,19500,2023-03-07
8766,Green,45-54,New York,8500,2023-02-06
8767,Green,45-54,Pennsylvania,8500,2021-12-06
8768,Platinum,35-44,New York,84500,2023-03-15
8769,Gold,35-44,Michigan,19000,2021-04-15
8770,Gold,35-44,Massachusetts,31500,2019-05-10
8771,Gold,55-64,California,39500,2021-04-19
8772,Gold,55-64,South Carolina,44500,2023-05-06
8773,Green,18-24,Montana,15000,2021-12-29
8774,Gold,35-44,Texas,40000,2019-08-10
8775,Entry,35-44,New York,6000,2021-01-30
8776,Platinum,65+,Wisconsin,64500,2021-10-02
8777,Entry,65+,Illinois,5500,2019-07-17
8778,Gold,45-54,California,31500,2020-03-01
8779,Green,18-24,Kentucky,6000,2020-11-29
8780,Gold,25-34,Georgia,36500,2020-12-15
8781,Platinum,35-44,California,67000,2019-08-02
8782,Green,65+,Illinois,7500,2019-01-10
8783,Gold,25-34,Wisconsin,27000,2022-10-24
8784,Green,45-54,Illinois,14000,2021-04-08
8785,Green,25-34,Texas,5500,2021-10-06
8786,Green,35-44,California,13000,2019-08-25
8787,Green,45-54,New Jersey,13500,2021-10-07
8788,Green,45-54,Ohio,5500,2019-01-25
8789,Platinum,45-54,Florida,66500,2019-06-23
8790,Green,55-64,Wisconsin,11000,2022-06-27
8791,Green,35-44,California,11500,2022-11-01
8792,Platinum,35-44,Texas,48000,2021-09-14
8793,Platinum,55-64,Illinois,99500,2023-08-11
8794,Green,18-24,California,13500,2020-09-18
8795,Gold,35-44,Maryland,28000,2023-01-07
8796,Gold,55-64,Pennsylvania,33000,2019-06-07
8797,Platinum,55-64,Washington,68500,2022-12-26
8798,Green,55-64,California,15500,2023-08-20
8799,Platinum,18-24,Indiana,75500,2019-03-24
8800,Green,55-64,Nebraska,9000,2020-06-20
8801,Green,55-64,Utah,14000,2023-11-12
8802,Gold,45-54,Virginia,21000,2023-07-15
8803,Green,25-34,Minnesota,15000,2020-04-11
8804,Entry,35-44,Maryland,1000,2020-10-06
8805,Green,45-54,Texas,13500,2023-09-14
8806,Green,55-64,Texas,8000,2022-11-01
8807,Gold,35-44,Texas,25000,2022-11-23
8808,Green,35-44,Utah,10000,2023-02-12
8809,Platinum,45-54,Florida,92000,2020-08-02
8810,Platinum,45-54,Texas,98500,2019-06-27
8811,Gold,35-44,Vermont,24500,2023-07-08
8812,Gold,35-44,Texas,23500,2023-05-26
8813,Green,45-54,California,15000,2022-10-13
8814,Gold,18-24,Wisconsin,24000,2022-07-27
8815,Green,18-24,Missouri,10500,2022-01-22
8816,Green,35-44,Georgia,11000,2023-04-21
8817,Green,25-34,New York,6500,2021-01-02
8818,Gold,45-54,New York,27500,2020-10-22
8819,Green,45-54,New York,13000,2019-07-16
8820,Gold,45-54,Indiana,41000,2022-10-30
8821,Platinum,55-64,California,74000,2022-04-18
8822,Entry,25-34,Michigan,1500,2021-09-13
8823,Platinum,25-34,Kansas,67500,2021-02-14
8824,Platinum,25-34,Tennessee,76000,2020-04-03
8825,Green,45-54,Ohio,18500,2020-03-09
8826,Gold,35-44,California,31000,2020-04-19
8827,Green,25-34,California,14500,2020-01-17
8828,Gold,25-34,Texas,29000,2019-07-20
8829,Gold,55-64,Washington,19000,2022-01-01
8830,Gold,45-54,Pennsylvania,38000,2021-09-11
8831,Gold,35-44,Washington,25000,2022-11-21
8832,Gold,65+,California,42000,2022-11-27
8833,Green,55-64,Wisconsin,13000,2021-10-13
8834,Green,25-34,Virginia,14500,2023-02-12
8835,Entry,35-44,Arizona,2500,2022-04-24
8836,Platinum,35-44,Texas,42000,2020-06-12
8837,Green,55-64,Georgia,9000,2022-10-31
8838,Green,25-34,New York,17500,2022-02-17
8839,Entry,35-44,Connecticut,7000,2020-11-14
8840,Platinum,45-54,Pennsylvania,78000,2021-07-22
8841,Green,65+,New York,14000,2021-08-21
8842,Green,55-64,Iowa,16000,2021-05-28
8843,Gold,35-44,Texas,39500,2023-03-01
8844,Green,45-54,Ohio,8000,2019-07-12
8845,Platinum,55-64,Texas,47500,2022-02-24
8846,Green,45-54,California,7500,2019-04-18
8847,Entry,55-64,California,5000,2021-02-11
8848,Green,55-64,California,5500,2019-05-13
8849,Gold,55-64,Michigan,20000,2020-05-09
8850,Platinum,18-24,Illinois,61500,2020-09-15
8851,Entry,35-44,Alabama,4000,2020-11-21
8852,Green,35-44,Arizona,15500,2022-04-27
8853,Platinum,45-54,Oregon,80000,2022-08-10
8854,Green,35-44,New York,12500,2023-07-24
8855,Green,35-44,Texas,19000,2022-07-13
8856,Platinum,35-44,Pennsylvania,49500,2022-06-23
8857,Gold,65+,Wisconsin,27000,2023-11-25
8858,Platinum,35-44,Ohio,84000,2021-11-14
8859,Green,25-34,Georgia,10500,2021-07-29
8860,Green,18-24,Florida,15500,2019-09-06
8861,Green,25-34,Washington,16000,2022-08-12
8862,Green,65+,Ohio,15500,2020-05-22
8863,Green,65+,Pennsylvania,11500,2020-06-26
8864,Green,35-44,Georgia,19500,2022-12-05
8865,Platinum,45-54,Illinois,73500,2020-11-17
8866,Green,45-54,Minnesota,19500,2021-04-08
8867,Gold,18-24,California,26500,2021-04-09
8868,Green,35-44,Florida,14500,2023-06-22
8869,Green,45-54,Tennessee,13500,2022-09-04
8870,Gold,55-64,Florida,28000,2020-03-27
8871,Entry,45-54,Pennsylvania,5500,2020-01-08
8872,Platinum,35-44,Illinois,82000,2022-01-11
8873,Green,55-64,Florida,19500,2019-12-27
8874,Platinum,45-54,Georgia,93000,2023-08-10
8875,Entry,55-64,Texas,3000,2023-12-13
8876,Platinum,35-44,Illinois,79500,2023-04-02
8877,Platinum,18-24,Tennessee,46000,2023-02-02
8878,Gold,25-34,California,24500,2021-10-23
8879,Gold,55-64,Washington,21500,2023-03-03
8880,Gold,18-24,Hawaii,20000,2019-12-19
8881,Green,45-54,Illinois,14000,2019-04-28
8882,Gold,35-44,Georgia,30500,2022-06-18
8883,Platinum,35-44,Texas,74500,2023-06-28
8884,Gold,35-44,Michigan,15500,2022-12-01
8885,Green,18-24,Illinois,5000,2023-06-04
8886,Green,25-34,New Jersey,14000,2022-01-03
8887,Green,18-24,California,14000,2023-12-23
8888,Green,18-24,California,18000,2019-04-08
8889,Gold,25-34,New York,16500,2023-03-29
8890,Platinum,45-54,Texas,80000,2023-05-21
8891,Gold,25-34,Oregon,38000,2020-03-28
8892,Green,25-34,Tennessee,19500,2021-07-30
8893,Entry,45-54,Nebraska,6500,2021-11-18
8894,Green,25-34,California,14500,2023-05-23
8895,Platinum,55-64,New York,64000,2022-01-07
8896,Platinum,35-44,Idaho,95000,2019-04-08
8897,Gold,65+,California,22000,2019-01-13
8898,Green,25-34,Ohio,13000,2019-05-24
8899,Platinum,18-24,Massachusetts,76500,2023-10-06
8900,Entry,45-54,New York,1000,2019-11-20
8901,Gold,35-44,New Jersey,38000,2019-05-17
8902,Entry,35-44,Maryland,1500,2022-03-27
8903,Green,35-44,Illinois,10500,2023-07-08
8904,Green,35-44,Michigan,18500,2020-01-02
8905,Green,55-64,Georgia,6000,2020-04-08
8906,Green,25-34,Virginia,5000,2021-09-22
8907,Green,35-44,Pennsylvania,16000,2022-10-12
8908,Green,35-44,California,19000,2023-07-06
8909,Green,45-54,Florida,6000,2019-02-02
8910,Entry,18-24,New York,7000,2020-09-21
8911,Green,35-44,Louisiana,5500,2021-06-02
8912,Green,35-44,Pennsylvania,9000,2022-07-06
8913,Green,65+,South Carolina,12000,2020-11-24
8914,Gold,45-54,California,22500,2020-12-20
8915,Platinum,25-34,Arizona,76000,2021-06-25
8916,Green,35-44,Pennsylvania,5500,2019-07-24
8917,Green,45-54,California,9000,2022-11-04
8918,Green,35-44,Pennsylvania,11000,2020-07-10
8919,Gold,35-44,Illinois,42000,2023-01-30
8920,Green,35-44,Texas,17000,2023-10-12
8921,Green,35-44,California,13000,2021-10-02
8922,Platinum,18-24,Minnesota,83500,2021-11-25
8923,Green,45-54,Washington,5000,2021-07-15
8924,Green,45-54,Washington,7000,2021-07-10
8925,Platinum,25-34,Kentucky,53500,2019-09-09
8926,Green,45-54,California,10500,2022-10-02
8927,Green,35-44,Georgia,7500,2021-11-04
8928,Gold,25-34,Kansas,43000,2023-11-20
8929,Platinum,45-54,Pennsylvania,73000,2021-09-06
8930,Entry,55-64,Pennsylvania,7000,2021-10-01
8931,Gold,45-54,California,28500,2023-02-28
8932,Gold,45-54,Michigan,16000,2021-02-27
8933,Gold,35-44,Tennessee,15500,2022-02-18
8934,Green,18-24,Texas,5000,2021-09-02
8935,Green,45-54,Arizona,12000,2022-10-28
8936,Green,25-34,Florida,8000,2021-02-13
8937,Platinum,45-54,North Carolina,84500,2020-11-06
8938,Green,35-44,Virginia,9000,2022-11-28
8939,Gold,45-54,California,24000,2023-02-11
8940,Gold,35-44,New York,30500,2019-10-14
8941,Green,55-64,Missouri,9500,2019-01-13
8942,Gold,55-64,Texas,26000,2019-04-28
8943,Green,18-24,Massachusetts,19500,2023-03-13
8944,Entry,25-34,Missouri,2500,2023-03-22
8945,Gold,55-64,Arizona,27000,2021-01-04
8946,Green,35-44,New Jersey,10000,2019-11-07
8947,Green,35-44,Ohio,12000,2019-05-20
8948,Entry,25-34,Nevada,2500,2020-07-03
8949,Gold,35-44,Virginia,34000,2022-12-09
8950,Green,25-34,Florida,13000,2022-05-30
8951,Gold,55-64,Ohio,15000,2020-03-04
8952,Green,25-34,Massachusetts,5000,2020-05-13
8953,Platinum,35-44,Minnesota,86000,2021-03-25
8954,Green,25-34,Texas,10000,2021-05-18
8955,Gold,45-54,New Hampshire,33000,2022-04-15
8956,Gold,65+,Texas,36000,2020-08-29
8957,Green,25-34,Georgia,12500,2022-08-17
8958,Green,18-24,California,10000,2020-02-15
8959,Green,35-44,Pennsylvania,12000,2023-10-30
8960,Green,45-54,California,9000,2019-03-20
8961,Gold,65+,California,40500,2019-01-11
8962,Green,18-24,Georgia,7500,2023-04-07
8963,Gold,45-54,Pennsylvania,33500,2022-03-11
8964,Platinum,35-44,California,87500,2022-07-21
8965,Green,25-34,Connecticut,12500,2023-07-30
8966,Green,25-34,Florida,10500,2021-09-16
8967,Green,55-64,Colorado,18000,2019-10-29
8968,Green,55-64,Mississippi,6500,2022-01-27
8969,Green,35-44,Kentucky,9500,2019-05-01
8970,Platinum,65+,Virginia,49500,2019-06-01
8971,Platinum,25-34,California,59000,2020-11-16
8972,Green,35-44,Arizona,10000,2021-05-10
8973,Gold,45-54,California,31500,2019-03-21
8974,Platinum,65+,Illinois,66000,2022-11-05
8975,Gold,35-44,Alabama,32000,2023-10-15
8976,Green,55-64,California,12000,2019-08-26
8977,Gold,55-64,Michigan,37500,2019-01-31
8978,Green,18-24,New York,17000,2019-09-20
8979,Green,25-34,Texas,18000,2021-02-10
8980,Gold,25-34,New York,35500,2020-06-18
8981,Green,45-54,Illinois,12000,2021-07-14
8982,Green,35-44,Oregon,18000,2022-10-04
8983,Green,25-34,Ohio,12000,2023-04-22
8984,Green,35-44,Florida,18000,2019-02-26
8985,Platinum,35-44,Texas,44000,2020-09-28
8986,Green,45-54,New York,6500,2023-07-19
8987,Gold,45-54,Oklahoma,16500,2019-01-13
8988,Entry,25-34,Texas,4000,2021-09-16
8989,Green,35-44,Florida,5000,2021-01-10
8990,Green,25-34,Ohio,18500,2023-11-30
8991,Gold,45-54,Pennsylvania,44500,2019-11-19
8992,Gold,45-54,New York,38500,2021-05-02
8993,Gold,45-54,California,28500,2023-04-18
8994,Green,18-24,Wisconsin,15000,2019-08-13
8995,Gold,35-44,California,43500,2020-06-03
8996,Green,55-64,Minnesota,19500,2022-06-28
8997,Gold,45-54,New York,40500,2023-07-21
8998,Entry,55-64,Kentucky,1500,2020-04-06
8999,Platinum,25-34,Ohio,77000,2022-05-02
9000,Entry,25-34,California,2500,2019-07-11
9001,Entry,35-44,Ohio,6000,2021-11-24
9002,Green,35-44,Kentucky,18000,2022-05-23
9003,Green,25-34,California,13000,2019-07-20
9004,Gold,35-44,Pennsylvania,43000,2019-08-26
9005,Green,45-54,Michigan,8500,2019-09-24
9006,Gold,45-54,California,34500,2022-02-14
9007,Gold,25-34,New York,36500,2019-07-18
9008,Green,65+,California,8000,2023-04-14
9009,Green,35-44,North Carolina,7000,2021-06-29
9010,Green,35-44,Oregon,8000,2019-11-14
9011,Gold,65+,Florida,41000,2023-01-02
9012,Gold,25-34,California,29000,2019-02-28
9013,Platinum,35-44,Georgia,94000,2023-11-26
9014,Platinum,55-64,Indiana,77500,2020-04-28
9015,Gold,35-44,Washington,28000,2019-02-26
9016,Platinum,45-54,Texas,71500,2022-12-05
9017,Platinum,55-64,Texas,97000,2022-11-04
9018,Green,25-34,Florida,14000,2023-04-16
9019,Platinum,25-34,California,62000,2023-11-22
9020,Green,35-44,Georgia,9000,2020-07-07
9021,Gold,35-44,Idaho,23500,2023-10-26
9022,Green,25-34,Oregon,11500,2020-06-07
9023,Green,25-34,Georgia,18500,2022-09-15
9024,Gold,55-64,Alabama,29500,2021-01-05
9025,Green,35-44,North Carolina,5000,2023-04-12
9026,Gold,25-34,Minnesota,29500,2023-08-29
9027,Green,65+,Texas,15500,2022-06-03
9028,Platinum,45-54,Texas,87500,2019-08-27
9029,Entry,35-44,Indiana,5500,2019-05-25
9030,Gold,45-54,New York,24000,2023-06-12
9031,Gold,45-54,North Carolina,26500,2023-05-02
9032,Green,45-54,Texas,10000,2022-06-18
9033,Gold,35-44,Washington,20000,2021-04-16
9034,Green,25-34,Pennsylvania,16000,2022-02-20
9035,Green,25-34,Oregon,10000,2023-12-13
9036,Green,25-34,New Jersey,7000,2021-11-17
9037,Platinum,35-44,New York,71500,2021-12-01
9038,Green,35-44,Ohio,9500,2020-06-11
9039,Green,18-24,Hawaii,16000,2020-08-27
9040,Gold,55-64,Georgia,37000,2019-04-27
9041,Platinum,45-54,Pennsylvania,72000,2021-12-14
9042,Gold,35-44,California,20500,2019-09-06
9043,Entry,65+,North Carolina,7000,2022-07-09
9044,Gold,65+,Oklahoma,19000,2019-08-23
9045,Green,25-34,Kentucky,7500,2019-06-18
9046,Platinum,45-54,Michigan,74500,2022-01-10
9047,Gold,55-64,Florida,36000,2023-01-30
9048,Green,25-34,Colorado,14000,2022-11-06
9049,Entry,25-34,North Carolina,4500,2020-06-30
9050,Green,25-34,North Carolina,11500,2020-01-13
9051,Green,25-34,Wisconsin,9000,2023-09-01
9052,Green,65+,New York,19000,2020-04-13
9053,Platinum,45-54,North Carolina,61500,2020-04-09
9054,Gold,18-24,Washington,37500,2021-02-17
9055,Green,45-54,Louisiana,12000,2023-01-07
9056,Entry,25-34,California,1000,2023-11-11
9057,Green,35-44,Ohio,10000,2021-11-17
9058,Gold,35-44,New York,35500,2019-07-20
9059,Gold,25-34,Missouri,33500,2019-03-10
9060,Gold,35-44,New York,27500,2021-04-29
9061,Entry,45-54,New York,2000,2020-12-28
9062,Green,25-34,Virginia,17000,2023-12-11
9063,Green,55-64,New York,10000,2019-11-06
9064,Gold,25-34,Illinois,36000,2020-03-04
9065,Green,45-54,California,12500,2020-10-07
9066,Green,55-64,Florida,5500,2021-12-10
9067,Gold,18-24,Michigan,23000,2022-10-27
9068,Green,45-54,Georgia,6500,2022-03-05
9069,Platinum,35-44,Texas,44000,2023-10-08
9070,Platinum,35-44,Wisconsin,99000,2020-09-05
9071,Green,25-34,Florida,18500,2020-09-08
9072,Green,45-54,Nevada,18000,2022-03-25
9073,Gold,35-44,Missouri,37000,2022-02-04
9074,Green,35-44,Texas,11500,2023-01-04
9075,Gold,45-54,Kentucky,36000,2022-03-21
9076,Green,65+,California,13500,2020-08-28
9077,Green,35-44,Illinois,6500,2020-11-26
9078,Green,45-54,Texas,19000,2020-03-12
9079,Green,65+,California,17500,2023-02-18
9080,Gold,25-34,California,19000,2022-04-29
9081,Gold,35-44,California,19000,2022-09-22
9082,Green,18-24,Minnesota,8000,2022-03-22
9083,Gold,55-64,New York,20000,2020-04-06
9084,Green,25-34,California,18500,2021-09-06
9085,Gold,35-44,Texas,41000,2023-08-07
9086,Platinum,45-54,California,56500,2022-04-14
9087,Gold,45-54,California,33500,2020-08-17
9088,Entry,35-44,Minnesota,7000,2020-08-11
9089,Gold,45-54,California,37000,2019-11-24
9090,Green,65+,Indiana,13000,2021-04-25
9091,Gold,55-64,Texas,36500,2020-04-03
9092,Platinum,45-54,Kansas,96000,2022-03-28
9093,Green,65+,Tennessee,11500,2022-09-05
9094,Green,55-64,New York,15000,2023-11-06
9095,Green,45-54,New York,10500,2022-05-02
9096,Green,55-64,New York,16500,2019-02-17
9097,Gold,55-64,Texas,17500,2023-08-09
9098,Platinum,35-44,New York,95000,2019-01-01
9099,Entry,35-44,Washington,6000,2019-08-09
9100,Gold,18-24,Massachusetts,34000,2022-05-02
9101,Green,18-24,Texas,6000,2019-02-07
9102,Green,45-54,Missouri,6000,2020-08-01
9103,Gold,35-44,New Jersey,17000,2021-10-04
9104,Green,45-54,Ohio,16500,2023-12-23
9105,Platinum,65+,Texas,88500,2022-03-06
9106,Gold,35-44,Illinois,33500,2021-02-07
9107,Platinum,25-34,Illinois,73000,2021-05-14
9108,Green,45-54,South Carolina,15000,2022-08-02
9109,Gold,25-34,Indiana,24500,2021-01-13
9110,Green,45-54,California,16000,2019-04-23
9111,Entry,35-44,California,5000,2021-11-01
9112,Green,45-54,New Jersey,15500,2022-11-05
9113,Green,35-44,California,7500,2023-05-16
9114,Green,25-34,Texas,19500,2021-05-22
9115,Gold,25-34,Iowa,33500,2020-04-29
9116,Green,45-54,Florida,12500,2022-10-06
9117,Green,35-44,Missouri,7000,2020-06-28
9118,Entry,35-44,Texas,4500,2020-09-14
9119,Entry,35-44,Virginia,2500,2023-04-02
9120,Green,55-64,Arizona,5000,2021-08-01
9121,Green,65+,Colorado,16000,2021-07-14
9122,Green,35-44,New York,9500,2022-11-14
9123,Green,45-54,Texas,15000,2019-02-06
9124,Green,25-34,California,10000,2019-02-19
9125,Gold,45-54,Virginia,41000,2021-03-23
9126,Entry,35-44,Massachusetts,3500,2022-01-16
9127,Gold,45-54,California,40500,2023-09-12
9128,Green,25-34,Washington,13500,2021-12-31
9129,Green,55-64,Texas,10500,2019-09-12
9130,Entry,25-34,California,3000,2021-06-30
9131,Gold,55-64,Ohio,20500,2022-04-14
9132,Green,18-24,New York,7000,2023-09-15
9133,Green,25-34,Georgia,15000,2022-12-01
9134,Gold,35-44,Michigan,42500,2019-11-23
9135,Green,55-64,Louisiana,14500,2019-03-28
9136,Green,35-44,Florida,5000,2019-12-15
9137,Green,25-34,Illinois,18500,2021-07-13
9138,Gold,55-64,Texas,15000,2022-09-17
9139,Green,45-54,Michigan,19000,2021-12-20
9140,Green,25-34,Wisconsin,17000,2020-01-07
9141,Gold,35-44,Michigan,29500,2021-09-19
9142,Gold,45-54,Pennsylvania,27500,2023-10-15
9143,Entry,45-54,North Carolina,3500,2019-02-26
9144,Green,45-54,Texas,8000,2023-06-23
9145,Green,55-64,Colorado,5500,2021-06-13
9146,Gold,55-64,Massachusetts,44000,2022-11-16
9147,Gold,45-54,Louisiana,38500,2021-11-23
9148,Gold,18-24,North Carolina,19000,2019-08-19
9149,Gold,45-54,Tennessee,15000,2021-01-02
9150,Green,65+,Ohio,13500,2020-10-29
9151,Green,35-44,Missouri,7500,2023-09-17
9152,Green,45-54,Washington,7000,2023-10-17
9153,Platinum,45-54,Pennsylvania,88500,2021-11-25
9154,Green,45-54,Texas,13500,2022-04-19
9155,Gold,55-64,Oregon,19500,2020-10-04
9156,Platinum,35-44,Oregon,52000,2022-09-17
9157,Entry,35-44,Florida,6000,2021-10-18
9158,Green,18-24,Pennsylvania,17000,2022-07-28
9159,Green,55-64,Illinois,18500,2020-11-17
9160,Gold,25-34,Florida,38500,2021-03-17
9161,Entry,65+,Ohio,1500,2021-09-30
9162,Green,25-34,Ohio,12000,2022-07-24
9163,Green,25-34,California,9000,2023-08-03
9164,Gold,35-44,New York,44500,2023-01-22
9165,Entry,45-54,California,1000,2022-08-28
9166,Green,35-44,Colorado,14500,2020-05-06
9167,Green,35-44,Michigan,19000,2023-10-29
9168,Gold,35-44,New York,19500,2022-04-02
9169,Gold,65+,North Carolina,33000,2019-10-11
9170,Gold,65+,Illinois,39500,2019-09-24
9171,Gold,35-44,Texas,30000,2021-02-09
9172,Green,45-54,Virginia,8000,2023-04-06
9173,Platinum,45-54,New Jersey,77500,2022-03-06
9174,Platinum,45-54,Florida,86000,2020-03-29
9175,Gold,25-34,Ohio,40000,2019-04-03
9176,Gold,35-44,Texas,28000,2023-08-08
9177,Gold,45-54,California,42500,2019-05-29
9178,Green,25-34,New York,6000,2023-09-10
9179,Green,35-44,Wisconsin,9500,2022-08-14
9180,Platinum,25-34,New Jersey,81000,2019-04-19
9181,Gold,55-64,New York,36000,2019-05-19
9182,Gold,55-64,California,22000,2020-04-13
9183,Platinum,25-34,Wisconsin,89000,2019-07-11
9184,Green,45-54,Arizona,12500,2019-05-26
9185,Green,35-44,California,13000,2020-01-21
9186,Green,45-54,Michigan,16000,2023-12-26
9187,Green,35-44,Ohio,11500,2022-07-25
9188,Platinum,35-44,Texas,62000,2022-07-09
9189,Entry,55-64,California,5500,2022-07-09
9190,Green,45-54,Missouri,6000,2019-07-14
9191,Entry,25-34,New York,2000,2022-12-10
9192,Platinum,25-34,Georgia,89000,2019-01-29
9193,Entry,65+,Texas,3500,2022-01-05
9194,Green,25-34,Virginia,13000,2022-06-12
9195,Green,45-54,California,17000,2023-03-07
9196,Platinum,35-44,Missouri,95000,2022-01-07
9197,Green,25-34,North Carolina,19000,2019-04-03
9198,Entry,45-54,California,6000,2022-08-22
9199,Green,55-64,North Carolina,18500,2023-05-17
9200,Green,25-34,Illinois,19500,2023-01-10
9201,Entry,18-24,New York,5500,2020-10-14
9202,Gold,55-64,Virginia,22000,2020-11-17
9203,Green,35-44,Oregon,19000,2020-07-21
9204,Green,45-54,California,13000,2020-07-06
9205,Entry,35-44,New York,6500,2021-11-12
9206,Platinum,35-44,Texas,96500,2022-09-11
9207,Green,25-34,Pennsylvania,19500,2020-05-14
9208,Green,35-44,California,9500,2022-06-10
9209,Green,25-34,Virginia,8000,2022-06-26
9210,Green,45-54,California,14500,2021-05-18
