route_id,month,scheduled_flights,operated_flights,cancelled_flights,on_time_flights,delayed_15_45_min,delayed_45_90_min,delayed_90plus_min,otp_pct,cancellation_pct,avg_load_factor,passengers,avg_total_fare_inr,revenue_inr,atf_price_per_liter,fuel_consumed_liters,fuel_cost_inr,total_op_cost_inr,operating_profit_inr,profit_margin_pct,available_seat_km,revenue_pax_km
BOM-GOI,2024-01-01,310,302,8,224,46,25,7,74.17,2.58,0.8413,45734,5233.0,239306922,94.16,672643,63334389,166669445,72637477,30.35,24462000,20580300
BOM-GOI,2024-02-01,290,284,6,220,35,20,9,77.46,2.07,0.8361,42743,5031.0,215031684,94.86,636259,60356418,158832679,56199005,26.14,23004000,19234350
BOM-GOI,2024-03-01,310,303,7,234,39,18,12,77.23,2.26,0.8291,45221,4668.0,211073993,91.77,684062,62776522,165201374,45872619,21.73,24543000,20349450
BOM-GOI,2024-04-01,300,293,7,216,45,22,10,73.72,2.33,0.831,43827,4543.0,199127497,92.68,645203,59795602,157356847,41770650,20.98,23733000,19722150
BOM-GOI,2024-05-01,310,300,10,215,48,21,16,71.67,3.23,0.8633,46618,4920.0,229350645,89.27,666868,59530023,156657955,72692690,31.7,24300000,20978100
BOM-GOI,2024-06-01,300,289,11,196,59,25,9,67.82,3.67,0.8104,42159,4474.0,188604976,89.9,642791,57784690,152064974,36540002,19.37,23409000,18971550
BOM-GOI,2024-07-01,310,293,17,181,71,33,8,61.77,5.48,0.8033,42364,4128.0,174875243,88.75,650745,57753374,151982563,22892680,13.09,23733000,19063800
BOM-GOI,2024-08-01,310,295,15,184,62,34,15,62.37,4.84,0.7792,41377,4399.0,182005370,88.46,659996,58385233,153645350,28360020,15.58,23895000,18619650
BOM-GOI,2024-09-01,300,289,11,204,54,24,7,70.59,3.67,0.8243,42879,4574.0,196125885,89.42,645806,57746625,151964803,44161082,22.52,23409000,19295550
BOM-GOI,2024-10-01,310,304,6,243,39,16,6,79.93,1.94,0.8379,45851,4733.0,216996321,92.81,663441,61575593,162041034,54955287,25.33,24624000,20632950
BOM-GOI,2024-11-01,300,293,7,222,42,20,9,75.77,2.33,0.8423,44425,4836.0,214845061,92.54,628093,58124686,152959700,61885361,28.8,23733000,19991250
BOM-GOI,2024-12-01,310,300,10,224,47,22,7,74.67,3.23,0.8918,48156,5528.0,266226907,94.94,659176,62582258,164690153,101536754,38.14,24300000,21670200
BOM-AMD,2024-01-01,248,243,5,179,39,19,6,73.66,2.02,0.8766,38343,4982.0,191012896,94.95,541597,51425246,135329595,55683301,29.15,23182200,20321790
BOM-AMD,2024-02-01,232,226,6,177,28,16,5,78.32,2.59,0.831,33803,4585.0,154980404,92.98,489944,45552769,119875708,35104696,22.65,21560400,17915590
BOM-AMD,2024-03-01,248,244,4,184,38,18,4,75.41,1.61,0.841,36938,4440.0,164022443,90.54,529477,47940753,126159876,37862567,23.08,23277600,19577140
BOM-AMD,2024-04-01,240,235,5,173,35,19,8,73.62,2.08,0.8213,34739,4346.0,150992849,91.33,504805,46105244,121329589,29663260,19.65,22419000,18411670
BOM-AMD,2024-05-01,248,243,5,177,43,19,4,72.84,2.02,0.8527,37297,4552.0,169791233,91.19,538871,49140354,129316721,40474512,23.84,23182200,19767410
BOM-AMD,2024-06-01,240,230,10,151,50,25,4,65.65,4.17,0.7916,32771,4086.0,133900924,88.97,503299,44778351,117837766,16063158,12.0,21942000,17368630
BOM-AMD,2024-07-01,248,237,11,144,58,25,10,60.76,4.44,0.7865,33550,4013.0,134638828,88.8,508747,45175815,118883724,15755104,11.7,22609800,17781500
BOM-AMD,2024-08-01,248,238,10,160,47,21,10,67.23,4.03,0.7876,33741,3914.0,132070488,88.53,510899,45230419,119027418,13043070,9.88,22705200,17882730
BOM-AMD,2024-09-01,240,232,8,162,43,21,6,69.83,3.33,0.8033,33546,4217.0,141451093,89.3,510301,45572001,119926318,21524775,15.22,22132800,17779380
BOM-AMD,2024-10-01,248,244,4,196,28,15,5,80.33,1.61,0.8468,37193,4419.0,164344629,94.1,523254,49239623,129577955,34766674,21.15,23277600,19712290
BOM-AMD,2024-11-01,240,236,4,178,33,16,9,75.42,1.67,0.8504,36125,4475.0,161647480,92.98,528557,49147355,129335145,32312335,19.99,22514400,19146250
BOM-AMD,2024-12-01,248,241,7,170,45,21,5,70.54,2.82,0.8561,37137,5106.0,189616427,95.5,535592,51148632,134601663,55014764,29.01,22991400,19682610
BOM-CCU,2024-01-01,248,241,7,185,33,14,9,76.76,2.82,0.8867,38465,8416.0,323704877,94.56,1474672,139446170,366963605,-43258728,-13.36,71577000,63467250
BOM-CCU,2024-02-01,232,227,5,172,31,16,8,75.77,2.16,0.8512,34779,8268.0,287540751,94.19,1397695,131647319,346440313,-58899562,-20.48,67419000,57385350
BOM-CCU,2024-03-01,248,244,4,187,37,18,2,76.64,1.61,0.8646,37971,7773.0,295148990,91.91,1487146,136688606,359706858,-64557868,-21.87,72468000,62652150
BOM-CCU,2024-04-01,240,235,5,173,35,20,7,73.62,2.08,0.8485,35891,7318.0,262649818,93.17,1404956,130893234,344455879,-81806061,-31.15,69795000,59220150
BOM-CCU,2024-05-01,248,242,6,169,41,24,8,69.83,2.42,0.848,36937,8331.0,307713710,90.51,1459462,132090641,347606950,-39893240,-12.96,71874000,60946050
BOM-CCU,2024-06-01,240,230,10,158,46,21,5,68.7,4.17,0.821,33989,7131.0,242383683,89.42,1423057,127251021,334871108,-92487425,-38.16,68310000,56081850
BOM-CCU,2024-07-01,248,236,12,147,56,24,9,62.29,4.84,0.8079,34320,6856.0,235302348,87.2,1444501,125953848,331457495,-96155147,-40.86,70092000,56628000
BOM-CCU,2024-08-01,248,238,10,152,53,27,6,63.87,4.03,0.7997,34259,7181.0,245997492,88.85,1462778,129973988,342036811,-96039319,-39.04,70686000,56527350
BOM-CCU,2024-09-01,240,232,8,158,44,19,11,68.1,3.33,0.8227,34355,7158.0,245904956,90.25,1372875,123902549,326059339,-80154383,-32.6,68904000,56685750
BOM-CCU,2024-10-01,248,243,5,191,34,15,3,78.6,2.02,0.8608,37650,7961.0,299742474,91.22,1435366,130933551,344561976,-44819502,-14.95,72171000,62122500
BOM-CCU,2024-11-01,240,237,3,185,32,16,4,78.06,1.25,0.8674,37005,7949.0,294143182,94.79,1476424,139954041,368300108,-74156926,-25.21,70389000,61058250
BOM-CCU,2024-12-01,248,241,7,175,43,18,5,72.61,2.82,0.8926,38723,9341.0,361728223,94.96,1419758,134817415,354782671,6945552,1.92,71577000,63892950
BLR-MAA,2024-01-01,310,302,8,230,45,22,5,76.16,2.58,0.8714,47369,3463.0,164061415,93.31,496090,46291191,121818924,42242491,25.75,15492600,13500165
BLR-MAA,2024-02-01,290,285,5,221,38,18,8,77.54,1.72,0.8465,43425,3334.0,144792885,93.81,456454,42818728,112680863,32112022,22.18,14620500,12376125
BLR-MAA,2024-03-01,310,304,6,222,45,22,15,73.03,1.94,0.8234,45059,3113.0,140258223,92.11,493029,45414599,119512103,20746120,14.79,15595200,12841815
BLR-MAA,2024-04-01,300,293,7,219,42,22,10,74.74,2.33,0.8344,44004,2942.0,129470931,92.27,483109,44578002,117310532,12160399,9.39,15030900,12541140
BLR-MAA,2024-05-01,310,302,8,213,56,26,7,70.53,2.58,0.8335,45311,3349.0,151751038,88.81,506821,45010343,118448271,33302767,21.95,15492600,12913635
BLR-MAA,2024-06-01,300,289,11,192,60,28,9,66.44,3.67,0.8081,42039,2774.0,116601617,89.11,488345,43516262,114516479,2085138,1.79,14825700,11981115
BLR-MAA,2024-07-01,310,293,17,179,70,37,7,61.09,5.48,0.8056,42488,2718.0,115498333,89.05,483984,43098392,113416821,2081512,1.8,15030900,12109080
BLR-MAA,2024-08-01,310,297,13,187,66,33,11,62.96,4.19,0.7756,41464,2750.0,114039067,88.35,475705,42027464,110598589,3440478,3.02,15236100,11817240
BLR-MAA,2024-09-01,300,291,9,199,54,29,9,68.38,3.0,0.7974,41770,2898.0,121066667,90.83,468580,42560804,112002116,9064551,7.49,14928300,11904450
BLR-MAA,2024-10-01,310,303,7,240,36,16,11,79.21,2.26,0.852,46465,3232.0,150170878,92.19,496409,45766211,120437397,29733481,19.8,15543900,13242525
BLR-MAA,2024-11-01,300,295,5,226,42,22,5,76.61,1.67,0.8555,45425,3175.0,144234446,95.33,500432,47707184,125545221,18689225,12.96,15133500,12946125
BLR-MAA,2024-12-01,310,303,7,225,51,23,4,74.26,2.26,0.8983,48996,3772.0,184802379,95.61,504644,48247130,126966132,57836247,31.3,15543900,13963860
BLR-HYD,2024-01-01,248,242,6,181,39,16,6,74.79,2.42,0.8475,36915,4084.0,150764753,92.93,536008,49809570,131077816,19686937,13.06,21780000,18457500
BLR-HYD,2024-02-01,232,227,5,176,33,15,3,77.53,2.16,0.8503,34744,3988.0,138560935,92.73,509783,47273981,124405213,14155722,10.22,20430000,17372000
BLR-HYD,2024-03-01,248,243,5,188,34,16,5,77.37,2.02,0.8359,36562,3768.0,137748023,92.39,539609,49853344,131193011,6555012,4.76,21870000,18281000
BLR-HYD,2024-04-01,240,235,5,169,43,21,2,71.91,2.08,0.8248,34889,3702.0,129151277,91.88,508113,46684871,122854924,6296353,4.88,21150000,17444500
BLR-HYD,2024-05-01,248,241,7,174,42,20,5,72.2,2.82,0.8529,36998,3925.0,145231115,92.18,532268,49065181,129118897,16112218,11.09,21690000,18499000
BLR-HYD,2024-06-01,240,230,10,151,48,25,6,65.65,4.17,0.7983,33051,3286.0,108597427,88.52,498309,44110592,116080505,-7483078,-6.89,20700000,16525500
BLR-HYD,2024-07-01,248,236,12,143,59,25,9,60.59,4.84,0.81,34410,3375.0,116134728,88.12,509481,44893294,118140247,-2005519,-1.73,21240000,17205000
BLR-HYD,2024-08-01,248,237,11,150,53,22,12,63.29,4.44,0.7706,32873,3506.0,115250646,88.72,517269,45891394,120766826,-5516180,-4.79,21330000,16436500
BLR-HYD,2024-09-01,240,233,7,162,41,23,7,69.53,2.92,0.8307,34841,3643.0,126932218,90.08,515462,46432967,122192018,4740200,3.73,20970000,17420500
BLR-HYD,2024-10-01,248,244,4,184,37,15,8,75.41,1.61,0.8217,36089,3889.0,140365855,93.81,523691,49127488,129282863,11082992,7.9,21960000,18044500
BLR-HYD,2024-11-01,240,236,4,191,28,11,6,80.93,1.67,0.8685,36894,3933.0,145103877,95.2,522424,49737311,130887661,14216216,9.8,21240000,18447000
BLR-HYD,2024-12-01,248,241,7,178,36,20,7,73.86,2.82,0.8702,37748,4216.0,159133089,95.2,524927,49971633,131504297,27628792,17.36,21690000,18874000
DEL-LKO,2024-01-01,248,241,7,187,34,16,4,77.59,2.82,0.8463,36712,4048.0,148595206,94.35,528101,49823727,131115071,17480135,11.76,21690000,18356000
DEL-LKO,2024-02-01,232,227,5,177,30,15,5,77.97,2.16,0.8277,33820,3918.0,132514399,94.68,507959,48095221,126566371,5948028,4.49,20430000,16910000
DEL-LKO,2024-03-01,248,243,5,184,37,17,5,75.72,2.02,0.8526,37293,3593.0,133992196,93.03,530181,49325175,129803092,4189104,3.13,21870000,18646500
DEL-LKO,2024-04-01,240,235,5,168,39,22,6,71.49,2.08,0.8144,34449,3718.0,128069135,91.12,527607,48077786,126520489,1548646,1.21,21150000,17224500
DEL-LKO,2024-05-01,248,241,7,172,41,20,8,71.37,2.82,0.8497,36859,3970.0,146324434,91.52,537501,49190910,129449763,16874671,11.53,21690000,18429500
DEL-LKO,2024-06-01,240,231,9,152,48,21,10,65.8,3.75,0.8092,33646,3545.0,119272707,90.48,495057,44793523,117877692,1395015,1.17,20790000,16823000
DEL-LKO,2024-07-01,248,236,12,146,52,24,14,61.86,4.84,0.7873,33444,3283.0,109796384,88.09,527281,46450236,122237463,-12441079,-11.33,21240000,16722000
DEL-LKO,2024-08-01,248,236,12,150,48,25,13,63.56,4.84,0.7509,31899,3341.0,106564900,88.91,531656,47268066,124389647,-17824747,-16.73,21240000,15949500
DEL-LKO,2024-09-01,240,232,8,164,44,17,7,70.69,3.33,0.7912,33043,3599.0,118930272,89.98,525139,47250305,124342908,-5412636,-4.55,20880000,16521500
DEL-LKO,2024-10-01,248,242,6,184,33,17,8,76.03,2.42,0.8456,36834,3833.0,141184438,92.77,527593,48945587,128804176,12380262,8.77,21780000,18417000
DEL-LKO,2024-11-01,240,236,4,179,36,17,4,75.85,1.67,0.8378,35590,4027.0,143312635,93.65,526141,49272759,129665155,13647480,9.52,21240000,17795000
DEL-LKO,2024-12-01,248,241,7,175,40,17,9,72.61,2.82,0.8671,37616,4253.0,159986670,92.86,544379,50552623,133033218,26953452,16.85,21690000,18808000
DEL-GAU,2024-01-01,186,181,5,140,24,12,5,77.35,2.69,0.8874,28912,8859.0,256117917,96.15,996247,95785160,252066211,4051706,1.58,51802200,45970080
DEL-GAU,2024-02-01,174,170,4,136,19,11,4,80.0,2.3,0.8522,26079,8437.0,220040006,92.56,925475,85662564,225427800,-5387794,-2.45,48654000,41465610
DEL-GAU,2024-03-01,186,182,4,145,21,12,4,79.67,2.15,0.8465,27731,8565.0,237513219,90.55,1017337,92119303,242419218,-4905999,-2.07,52088400,44092290
DEL-GAU,2024-04-01,180,176,4,130,28,13,5,73.86,2.22,0.8436,26725,8283.0,221365277,91.8,961055,88223472,232167032,-10801755,-4.88,50371200,42492750
DEL-GAU,2024-05-01,186,181,5,126,32,17,6,69.61,2.69,0.8925,29077,9138.0,265697214,90.96,989286,89989450,236814342,28882872,10.87,51802200,46232430
DEL-GAU,2024-06-01,180,173,7,115,33,18,7,66.47,3.89,0.8123,25294,7869.0,199028209,90.32,974687,88037598,231677889,-32649680,-16.4,49512600,40217460
DEL-GAU,2024-07-01,186,177,9,109,39,22,7,61.58,4.84,0.7985,25441,7444.0,189390170,88.14,980235,86396814,227360037,-37969867,-20.05,50657400,40451190
DEL-GAU,2024-08-01,186,178,8,118,39,17,4,66.29,4.3,0.7873,25224,7796.0,196649903,88.54,974741,86306147,227121439,-30471536,-15.5,50943600,40106160
DEL-GAU,2024-09-01,180,173,7,128,28,14,3,73.99,3.89,0.8323,25919,7707.0,199766009,90.12,971948,87589492,230498663,-30732654,-15.38,49512600,41211210
DEL-GAU,2024-10-01,186,182,4,146,22,10,4,80.22,2.15,0.8758,28691,8472.0,243078769,92.71,992459,92006453,242122245,956524,0.39,52088400,45618690
DEL-GAU,2024-11-01,180,176,4,135,24,11,6,76.7,2.22,0.8801,27881,8475.0,236299463,94.04,952892,89607474,235809142,490321,0.21,50371200,44330790
DEL-GAU,2024-12-01,186,181,5,130,30,16,5,71.82,2.69,0.9146,29798,9660.0,287835486,96.42,1015895,97949602,257762111,30073375,10.45,51802200,47378820
